"TID","TR"
"TID_NANO_CHARLIE_1_DESC","Temel saldırı mermi hızı <c00cc00>+%<VALUE></c>."
"TID_NANO_CHARLIE_2_DESC","Kozanın sağlığı <c00cc00>+%<VALUE3></c>, ayrıca daha yavaş yok olur."
"TID_NANO_CHARLIE_3_DESC","Hareket ederken örümcek bırakır."
"TID_NANO_CHESTER_1_DESC","<c00cc00>5</c> mermilik bir dizi atış daha yapar."
"TID_NANO_CHESTER_2_DESC","Süperi dolu olarak canlanır."
"TID_NANO_CHESTER_3_DESC","Hiperşarj dolum hızı <c00cc00>+%<VALUE></c>."
"TID_NANO_CHUCK_1_DESC","Temel saldırı boyutu <c00cc00>+%<VALUE></c>."
"TID_NANO_CHUCK_2_DESC","Atılma hızı <c00cc00>%<VALUE2></c> artar ve atılma sırasında <c00cc00>%<VALUE1></c> kalkan kazanır."
"TID_NANO_CHUCK_3_DESC","<c00cc00>+%<VALUE></c> maksimum tabela ve otomatik dolum hızı <c00cc00>+%<VALUE2></c>."
"TID_NANO_CLANCY_1_DESC","Temel saldırı menzili <c00cc00>+<VALUE></c>."
"TID_NANO_CLANCY_2_DESC","Süper mermileri <c00cc00>+%<VALUE></c> büyür ve engelleri yok eder."
"TID_NANO_CLANCY_3_DESC","Oyuna <c00cc00>2.</c> aşamadan başlar."
"TID_NANO_COLETTE_1_DESC","Temel saldırı boyutu <c00cc00>+%<VALUE></c>."
"TID_NANO_COLETTE_2_DESC","Süper saldırısında atıldığında yanlamasına atışlar yapar ve düşmanları <c00cc00><VALUE></c> saniyeliğine etki altına alır."
"TID_NANO_COLETTE_3_DESC","Sağlığı <c00cc00>%50</c>'nin üstündeki düşmanlara <c00cc00>+%<VALUE></c> hasar verir."
"TID_NANO_COLT_1_DESC","Temel saldırısında atışları duvarlardan seker."
"TID_NANO_COLT_2_DESC","Süper mermileri <c00cc00>%<VALUE></c> genişler."
"TID_NANO_COLT_3_DESC","Hareket hızı <c00cc00>+%<VALUE></c>."
"TID_NANO_CORDELIUS_1_DESC","Temel saldırısında bir mermi daha atar."
"TID_NANO_CORDELIUS_2_DESC","Süper <c00cc00>%<VALUE></c> daha hızlı dolar ve düşmanları takip eder."
"TID_NANO_CORDELIUS_3_DESC","Bir savaşçıyı vurduğunda <c00cc00><VALUE_3></c> saniyede bir mantar oluşur."
"TID_NANO_CROW_1_DESC","Temel saldırısında <c00cc00>+<VALUE2></c> bıçak atar."
"TID_NANO_CROW_2_DESC","Süperinde <c00cc00>+<VALUE></c> bıçak atar."
"TID_NANO_CROW_3_DESC","Zehir süresi <c00cc00>+%<VALUE></c>."
"TID_NANO_DARRYL_1_DESC","Her <c00cc00><VALUE></c> saniyede bir temel saldırı 360° ateşlenir."
"TID_NANO_DARRYL_2_DESC","Süperi <c00cc00>+<VALUE1></c> kullanır ve <c00cc00>+%<VALUE2></c> hasar verir."
"TID_NANO_DARRYL_3_DESC","Hasar <c00cc00>%<VALUE></c> koruyan geçici bir kalkan verir."
"TID_NANO_DOUG_1_DESC","Takım arkadaşını iyileştirme <c00cc00>+%<VALUE></c>."
"TID_NANO_DOUG_2_DESC","Süper canlandırma süresi <c00cc00>+%<VALUE></c>."
"TID_NANO_DOUG_3_DESC","Her <c00cc00><VALUE_3></c> saniyede bir, sonraki isabetli atış bir sosisli sandviç verir (<c00cc00><VALUE_4></c> sağlık iyileştirir)."
"TID_NANO_DRACO_1_DESC","İki formun da temel saldırı menzili <c00cc00>+<VALUE></c>."
"TID_NANO_DRACO_2_DESC","Ejderhaya biniş süresi <c00cc00>+%<VALUE></c>."
"TID_NANO_DRACO_3_DESC","Saldırılar düşmanı yakar ve ona <c00cc00><VALUE_1></c> hasar verir."
"TID_NANO_DYNAMIKE_1_DESC","Temel saldırı hasarı <c00cc00>+%<VALUE></c>."
"TID_NANO_DYNAMIKE_2_DESC","Süper patlamaları <c00cc00>+%<VALUE></c> genişler."
"TID_NANO_DYNAMIKE_3_DESC","Dinamit <c00cc00>%<VALUE></c> daha hızlı patlar."
"TID_NANO_EDGAR_1_DESC","Temel saldırı menzili <c00cc00>+<VALUE></c> artar ve alanı genişler."
"TID_NANO_EDGAR_2_DESC","Süper ve hiperşarj otomatik dolum hızı <c00cc00>%<VALUE></c> artar."
"TID_NANO_EDGAR_3_DESC","Savaşçı yok etmek aksesuar bekleme süresini sıfırlar."
"TID_NANO_ELPRIMO_1_DESC","Temel saldırı menzili <c00cc00>+<VALUE></c>."
"TID_NANO_ELPRIMO_2_DESC","Süper alanı <c00cc00>+%<VALUE></c> genişler."
"TID_NANO_ELPRIMO_3_DESC","Süper ve hiperşarj <c00cc00>%<VALUE></c> daha hızlı dolar."
"TID_NANO_EMZ_1_DESC","Temel saldırı spreyi <c00cc00><VALUE1></c> saniye maksimum menzilde kalır."
"TID_NANO_EMZ_2_DESC","Süper alanı <c00cc00>+%<VALUE></c>."
"TID_NANO_EMZ_3_DESC","Saldırılar zehir etkisi kazanır ve <c00cc00><VALUE_2></c> saniye içinde <c00cc00><VALUE_1></c> hasar verir."
"TID_NANO_EVE_1_DESC","Temel saldırısında bir büyük yumurta atar."
"TID_NANO_EVE_2_DESC","Süper <c00cc00>2</c> kez kullanılabilir."
"TID_NANO_EVE_3_DESC","Hasar aldığında bir yavru çağırır."
"TID_NANO_FANG_1_DESC","Her <c00cc00><VALUE_1></c> saniyede bir temel saldırı <c00cc00><VALUE_2></c> patlamış mısır verir."
"TID_NANO_FANG_2_DESC","Süperiyle ileri atılırken <c00cc00>%<VALUE></c> kalkan kazanır."
"TID_NANO_FANG_3_DESC","Savaşçı yok ettiğinde <c00cc00>%<VALUE></c> iyileşir."
"TID_NANO_FINX_1_DESC","Temel saldırısında yanlara doğru <c00cc00>2</c> mermi daha ateşler."
"TID_NANO_FINX_2_DESC","Süper alanı <c00cc00>+%<VALUE></c>."
"TID_NANO_FINX_3_DESC","<c00cc00><VALUE_2></c> saniyede bir <c00cc00><VALUE_1></c> saniye etkili bir yavaşlatan aura oluşturur."
"TID_NANO_FRANK_1_DESC","Temel saldırı menzili <c00cc00>+<VALUE></c> olur ama saçılım azalır."
"TID_NANO_FRANK_2_DESC","Süper menzili <c00cc00>+<VALUE></c>."
"TID_NANO_FRANK_3_DESC","Sağlık <c00cc00>+%<VALUE1></c> artar, boyutu büyür ama hareket hızı <cFF0000>%<VALUE3></c>."
"TID_NANO_GALE_1_DESC","Temel saldırısı <c00cc00>%60</c> genişler."
"TID_NANO_GALE_2_DESC","Süper saldırısı <c00cc00>%120</c> genişler."
"TID_NANO_GALE_3_DESC","Saldırılar zamanla dondurma etkisi kazanır (Lou gibi)."
"TID_NANO_GENE_1_DESC","Temel saldırısıyla koni şeklinde daha geniş bir alana <c00cc00>+<VALUE1></c> daha fazla mermi atar."
"TID_NANO_GENE_2_DESC","Süper <c00cc00>+<VALUE2></c> hasar verir ve süperin menzili <c00cc00>sınırsız</c> olur."
"TID_NANO_GENE_3_DESC","<c00cc00><VALUE_2></c> saniyede bir, hasar verdiğinde güdümlü roket atar. Roket <c00cc00><VALUE_1></c> hasar verir."
"TID_NANO_GRAY_1_DESC","Temel saldırı boyutu <c00cc00>+%<VALUE></c>."
"TID_NANO_GRAY_2_DESC","Sınırsız portal ve süper dolum hızı <c00cc00>+%<VALUE2></c>."
"TID_NANO_GRAY_3_DESC","Portallardan geçmek <c00cc00><VALUE></c> hasar veren bir alan oluşturur."
"TID_NANO_GRIFF_1_DESC","Temel saldırı menzili <c00cc00>+<VALUE></c>."
"TID_NANO_GRIFF_2_DESC","Temel saldırısında <c00cc00><VALUE></c> daha fazla atış yapar."
"TID_NANO_GRIFF_3_DESC","Yakın menzilde <c00cc00>%<VALUE></c> oranına kadar daha fazla hasar verir."
"TID_NANO_GROM_1_DESC","Temel saldırısında bölünen mermi menzili <c00cc00>+%<VALUE></c>."
"TID_NANO_GROM_2_DESC","Süperinde <c00cc00>2</c> kat atış yapar."
"TID_NANO_GROM_3_DESC","Mermi hızı <c00cc00>+%<VALUE2></c>."
"TID_NANO_GUS_1_DESC","Temel saldırı boyutu <c00cc00>+%<VALUE></c>."
"TID_NANO_GUS_2_DESC","Süper kalkan zamanla yok olmaz."
"TID_NANO_GUS_3_DESC","Her vuruşta ruh çağırır."
"TID_NANO_HANK_1_DESC","Baloncuk boyutu <c00cc00>+%<VALUE></c>."
"TID_NANO_HANK_2_DESC","Süperi Hank'i tamamen iyileştirir ve <c00cc00><VALUE></c> mermi atar."
"TID_NANO_HANK_3_DESC","Hasar aldığında torpido atar."
"TID_NANO_JACKY_1_DESC","Temel saldırı alanı <c00cc00>+%<VALUE></c>."
"TID_NANO_JACKY_2_DESC","Süperi, <c00cc00><VALUE_1></c> kalkan kazandırır."
"TID_NANO_JACKY_3_DESC","Hasar kaynaklı süper dolum hızı <c00cc00>+%<VALUE></c>."
"TID_NANO_JAE-YONG_1_DESC","Temel saldırı boyutu <c00cc00>+%<VALUE></c>."
"TID_NANO_JAE-YONG_2_DESC","Süper otomatik dolum hızı <c00cc00>+%<VALUE></c>."
"TID_NANO_JAE-YONG_3_DESC","Tüm alan etkilerinin boyutu <c00cc00>+%<VALUE></c>."
"TID_NANO_JANET_1_DESC","Temel saldırı maksimum menzili <c00cc00>+<VALUE></c>."
"TID_NANO_JANET_2_DESC","Sırt Roketiyle bomba bırakma sıklığı <c00cc00>+%<VALUE></c>."
"TID_NANO_JANET_3_DESC","Sırt Roketi süresi <c00cc00>+%<VALUE></c>."
"TID_NANO_JESSIE_1_DESC","Temel saldırısı iki kez ateşlenir."
"TID_NANO_JESSIE_2_DESC","Süperiyle iki kez taret yerleştirebilir."
"TID_NANO_JESSIE_3_DESC","Enerji küreleri <c00cc00>ikiye</c> bölünür ve <c00cc00>%<VALUE1></c> daha ileri gider."
"TID_NANO_JUJU_1_DESC","Yer hasarı <c00cc00>+<VALUE1></c>, çim menzili <c00cc00>+<VALUE2></c>, su saldırısı boyutu <c00cc00>+%<VALUE3></c>."
"TID_NANO_JUJU_2_DESC","Gris-Gris büyür, saldırı ve hareket hızı <c00cc00>%<VALUE1></c> artar."
"TID_NANO_JUJU_3_DESC","Süper otomatik olarak dolar."
"TID_NANO_KAZE_1_DESC","Geyşa modu alanı <c00cc00>+%<VALUE></c>."
"TID_NANO_KAZE_2_DESC","Ninja modu menzili <c00cc00>+<VALUE></c>."
"TID_NANO_KAZE_3_DESC","Savaşçı yok etmek süperi <c00cc00>%<VALUE></c> doldurur."
"TID_NANO_KENJI_1_DESC","Darbe menzili <c00cc00>+<VALUE></c>."
"TID_NANO_KENJI_2_DESC","Süper dolum hızı <c00cc00>%<VALUE3></c> artar ve hedef konumda kalır."
"TID_NANO_KENJI_3_DESC","Hasar verdiğinde <c00cc00>%<VALUE></c> daha çok iyileşir."
"TID_NANO_KIT_1_DESC","Temel saldırı menzili <c00cc00>+<VALUE></c>."
"TID_NANO_KIT_2_DESC","Takım arkadaşlarına bağlı kalır."
"TID_NANO_KIT_3_DESC","Savaşçı yok etmek <c00cc00><VALUE></c> güç küpü verir."
"TID_NANO_LARRYLAWRIE_1_DESC","Temel saldırı ilk patlama alanı <c00cc00>+%<VALUE1></c>."
"TID_NANO_LARRYLAWRIE_2_DESC","Lawrie'nin hasarı ve sağlığı <c00cc00>+<VALUE></c>."
"TID_NANO_LARRYLAWRIE_3_DESC","Lawrie yok edildikten sonra yeniden doğar."
"TID_NANO_LEON_1_DESC","Saldırı yapmak <c00cc00><VALUE></c> saniyeliğine görünmez olmanı sağlar."
"TID_NANO_LEON_2_DESC","Süper, eşit sağlık ve hasara sahip bir klon çağırır."
"TID_NANO_LEON_3_DESC","Savaşçı yok etmek <c00cc00><VALUE></c> saniye görünmezlik kazandırır."
"TID_NANO_LILY_1_DESC","Maksimum cephane <c00cc00>+<VALUE></c>."
"TID_NANO_LILY_2_DESC","Süperin hasarı <c00cc00>+<VALUE></c>, ayrıca düşmanları takip eder."
"TID_NANO_LILY_3_DESC","Aksesuar bekleme süresi <c00cc00>%<VALUE></c> hızlanır."
"TID_NANO_LOLA_1_DESC","Temel saldırı düşmanları delip geçer."
"TID_NANO_LOLA_2_DESC","Süper, Ego'yu <c00cc00>iki</c> kez çağırabilir."
"TID_NANO_LOLA_3_DESC","Ego her <c00cc00><VALUE></c> saniyede otomatik olarak saldırır."
"TID_NANO_LOU_1_DESC","Temel saldırısı <c00cc00>%<VALUE></c> genişler."
"TID_NANO_LOU_2_DESC","Süper alanı <c00cc00>%<VALUE></c> genişler."
"TID_NANO_LOU_3_DESC","Dondurma <c00cc00>%<VALUE></c> daha hızlı uygulanır."
"TID_NANO_LUMI_1_DESC","Temel saldırısı <c00cc00>+%<VALUE></c> büyür."
"TID_NANO_LUMI_2_DESC","Süper alanı <c00cc00>+%<VALUE></c> genişler."
"TID_NANO_LUMI_3_DESC","Tüm mermiler <c00cc00>+%<VALUE></c> hızlanır."
"TID_NANO_MAISIE_1_DESC","Her <c00cc00><VALUE></c> saniyede bir temel saldırı üçlü atış yapar."
"TID_NANO_MAISIE_2_DESC","Süper alanı <c00cc00>+%<VALUE1></c> ve dolum hızı <c00cc00>+%<VALUE2></c>."
"TID_NANO_MAISIE_3_DESC","Saldırı yaptığında ileri atılırsın."
"TID_NANO_MANDY_1_DESC","Hareketsiz durduğunda temel saldırı menzili sınırsız olur."
"TID_NANO_MANDY_2_DESC","Süper mermileri <c00cc00>%<VALUE1></c> büyür."
"TID_NANO_MANDY_3_DESC","Kamera açısı genişler."
"TID_NANO_MAX_1_DESC","Temel saldırı mermi hızı <c00cc00>+%<VALUE></c>."
"TID_NANO_MAX_2_DESC","Süper hareket hızı artışı <c00cc00>+%<VALUE></c>."
"TID_NANO_MAX_3_DESC","Doldurma hızı <c00cc00>+%<VALUE></c>."
"TID_NANO_MEEPLE_1_DESC","Temel saldırılar düşmanları güçlü bir şekilde takip eder."
"TID_NANO_MEEPLE_2_DESC","Başlarken ve canlanırken süperi dolar."
"TID_NANO_MEEPLE_3_DESC","Süper alanının süresi dolmaz."
"TID_NANO_MEG_1_DESC","Meka modunda daha geniş bir saçılım açısıyla daha fazla mermi ateşler."
"TID_NANO_MEG_2_DESC","Meka süperinin menzili <c00cc00><VALUE2></c> artar ve meka süperi, engelleri yok edebilir."
"TID_NANO_MEG_3_DESC","Meka modunda bir savaşçıyı yok ettiğinde boyutu artar, <c00cc00>+<VALUE_1></c> maksimum sağlık kazanır (maksimum: <c00cc00>+<VALUE_2></c>)."
"TID_NANO_MELODIE_1_DESC","Her saldırı <c00cc00>2</c> nota verir (<c00cc00>5</c> notaya kadar)."
"TID_NANO_MELODIE_2_DESC","Süper <c00cc00>5</c> defaya kadar kullanılabilir ve <c00cc00>%<VALUE2></c> daha hızlı ileri atılır."
"TID_NANO_MELODIE_3_DESC","Notaların etrafında dönüş hızı <c00cc00>%<VALUE2></c> artar."
"TID_NANO_MICO_1_DESC","Temel saldırı menzili <c00cc00>+<VALUE></c>."
"TID_NANO_MICO_2_DESC","Süperin iniş alanı <c00cc00>+%<VALUE1></c>, hasarı <c00cc00>+<VALUE2></c>."
"TID_NANO_MICO_3_DESC","Doldurma hızı <c00cc00>+%<VALUE></c>."
"TID_NANO_MINA_1_DESC","İlk iki kombo darbesiyle verdiğin hasarın <c00cc00>%<VALUE></c> kadarı iyileşirsin."
"TID_NANO_MINA_2_DESC","Süperi kullandığında, mermileri engelleyen bir rüzgar duvarı çağırır."
"TID_NANO_MINA_3_DESC","Düşmanları vurduğunda <c00cc00>0,5</c> cephane doldurur."
"TID_NANO_MOE_1_DESC","Bölünen mermiler <c00cc00>+%<VALUE1></c> daha uzağa gider."
"TID_NANO_MOE_2_DESC","Süper zaman içinde otomatik olarak dolar."
"TID_NANO_MOE_3_DESC","Kazıcı menzili <c00cc00>+<VALUE2></c>, süre sayacı yok."
"TID_NANO_MORTIS_1_DESC","İleri atılma menzili <c00cc00>+<VALUE></c>, hızı da artar."
"TID_NANO_MORTIS_2_DESC","Süper dolum hızı <c00cc00>+%<VALUE></c>."
"TID_NANO_MORTIS_3_DESC","Verdiği hasarın <c00cc00>%<VALUE></c> kadarı iyileşir."
"TID_NANO_MRP_1_DESC","Temel saldırı boyutu <c00cc00>+%<VALUE></c>."
"TID_NANO_MRP_2_DESC","Süper otomatik olarak dolar."
"TID_NANO_MRP_3_DESC","Her yardımcı <c00cc00><VALUE_1></c> kalkan verir (maksimum: <c00cc00><VALUE_3></c>)."
"TID_NANO_NANI_1_DESC","Temel saldırı <c00cc00><VALUE></c> ekstra ışık küresi atar."
"TID_NANO_NANI_2_DESC","Süper <c00cc00>%<VALUE2></c> daha uzun sürer ve <c00cc00>%<VALUE1></c> daha fazla hasar verir."
"TID_NANO_NANI_3_DESC","Gelen hasarın <c00cc00>%<VALUE></c> kadarını yansıtır."
"TID_NANO_NITA_1_DESC","Temel saldırı boyutu <c00cc00>+%<VALUE></c>."
"TID_NANO_NITA_2_DESC","Süper zaman içinde otomatik olarak dolar."
"TID_NANO_NITA_3_DESC","Dev Bruce'un sağlığı <c00cc00>+%<VALUE></c> artar."
"TID_NANO_OLLIE_1_DESC","Temel saldırı genişliği <c00cc00>+%<VALUE2></c>."
"TID_NANO_OLLIE_2_DESC","Sataşma süresi <c00cc00>+%<VALUE></c>."
"TID_NANO_OLLIE_3_DESC","Aksesuar iki kez kullanılabilir."
"TID_NANO_OTIS_1_DESC","Temel saldırısında <c00cc00>bir</c> ek mermi atar."
"TID_NANO_OTIS_2_DESC","Süper atışları engelleri delip geçer ve yok eder."
"TID_NANO_OTIS_3_DESC","Sessizlik süresi <c00cc00>+%<VALUE></c>."
"TID_NANO_PAM_1_DESC","Her <c00cc00><VALUE></c> saniyede bir temel saldırı düşmanların peşine takılır."
"TID_NANO_PAM_2_DESC","Taret iyileştirme alanı <c00cc00>+%<VALUE></c>."
"TID_NANO_PAM_3_DESC","Sağlık <c00cc00>+<VALUE></c>."
"TID_NANO_PEARL_1_DESC","Maksimum sağlıktayken daha geniş alana yayılan daha fazla kurabiye atar."
"TID_NANO_PEARL_2_DESC","Süper boyutu <c00cc00>+%<VALUE></c>."
"TID_NANO_PEARL_3_DESC","Isı <c00cc00>+%<VALUE></c> daha hızlı artar."
"TID_NANO_PENNY_1_DESC","Seri atışta <c00cc00>+<VALUE2></c> daha fazla mermi atar ve mermiler <c00cc00>%<VALUE1></c> daha ileri gider."
"TID_NANO_PENNY_2_DESC","<c00cc00>İki</c> top yerleştirir!"
"TID_NANO_PENNY_3_DESC","Top saldırı hızı <c00cc00>+%<VALUE></c>."
"TID_NANO_PIPER_1_DESC","Her <c00cc00><VALUE></c> saniyede bir temel saldırı iki kez ateşlenir."
"TID_NANO_PIPER_2_DESC","Süperin dolum hızı <c00cc00>+%<VALUE1></c> ve hızı <c00cc00>+%<VALUE2></c>."
"TID_NANO_PIPER_3_DESC","Maksimum menzilde <c00cc00>%<VALUE></c> oranına kadar daha fazla hasar verir."
"TID_NANO_POCO_1_DESC","Temel saldırısını <c00cc00><VALUE></c> derecelik koni şeklinde bir alana ateşler."
"TID_NANO_POCO_2_DESC","Süper <c00cc00>+%<VALUE></c> iyileştirir ve <c00cc00>+<VALUE2></c> menzile sahip olur."
"TID_NANO_POCO_3_DESC","Hasar <c00cc00>+%<VALUE></c>"
"TID_NANO_R-T_1_DESC","Her <c00cc00><VALUE></c> saniyede bir temel saldırısında sırayla üç mermi ateşler."
"TID_NANO_R-T_2_DESC","Alan hasarı boyutu <c00cc00>+%<VALUE></c>."
"TID_NANO_R-T_3_DESC","Düşmanları kalıcı olarak işaretler."
"TID_NANO_RICO_1_DESC","<c00cc00><VALUE></c> saniyede bir temel saldırı dört bir yana zıplayan sakız topları atar."
"TID_NANO_RICO_2_DESC","Süperinde mermiler <c00cc00>%<VALUE></c> daha fazla zıplar."
"TID_NANO_RICO_3_DESC","Mermi boyutu <c00cc00>+%<VALUE></c>."
"TID_NANO_ROSA_1_DESC","Temel saldırısında bir çalı oluşturur."
"TID_NANO_ROSA_2_DESC","Süper süresi <c00cc00>+%<VALUE></c>."
"TID_NANO_ROSA_3_DESC","Çalılarda hasar ve hareket hızı <c00cc00>+%<VALUE></c>."
"TID_NANO_RUFFS_1_DESC","Temel saldırısında ek bir mermi atar."
"TID_NANO_RUFFS_2_DESC","Yere indiğinde süperi <c00cc00>+<VALUE></c> hasar verir."
"TID_NANO_RUFFS_3_DESC","Hiperşarjı dolu başlar."
"TID_NANO_SAM_1_DESC","Temel saldırı, hareket hızını <c00cc00><VALUE></c> saniyeliğine artırır."
"TID_NANO_SAM_2_DESC","Eldiven darbeleri düşmanları yavaşlatır."
"TID_NANO_SAM_3_DESC","Eldiven yerdeyken süperi otomatik olarak doldurur."
"TID_NANO_SANDY_1_DESC","Temel saldırı menzili <c00cc00>+<VALUE></c>."
"TID_NANO_SANDY_2_DESC","Süper alanı <c00cc00>+%<VALUE></c>."
"TID_NANO_SANDY_3_DESC","Hasar almak <c00cc00><VALUE></c> saniyede bir kum fırtınası oluşturur."
"TID_NANO_SHADE_1_DESC","Temel saldırı menzili <c00cc00>+<VALUE></c>."
"TID_NANO_SHADE_2_DESC","Süper süresi <c00cc00>+%<VALUE></c>."
"TID_NANO_SHADE_3_DESC","Süper dolum alanındaki düşmanlar süperi <c00cc00>+%<VALUE></c> daha fazla doldurur."
"TID_NANO_SHELLY_1_DESC","Temel saldırı menzili <c00cc00>+<VALUE></c>, saçılım azalır."
"TID_NANO_SHELLY_2_DESC","Süperiyle <c00cc00>2</c> atış yapar."
"TID_NANO_SHELLY_3_DESC","Hareket halindeyken her saniye <c00cc00><VALUE_1></c> iyileşir."
"TID_NANO_SPIKE_1_DESC","Temel saldırısında <c00cc00><VALUE></c> daha fazla diken olur."
"TID_NANO_SPIKE_2_DESC","Süper alanı <c00cc00>+%<VALUE></c>."
"TID_NANO_SPIKE_3_DESC","<c00cc00>%<VALUE_1></c> sağlıkla bir kaktüs olarak canlanır (can başına bir kez)."
"TID_NANO_SPROUT_1_DESC","Temel saldırı boyutu <c00cc00>+%<VALUE></c>."
"TID_NANO_SPROUT_2_DESC","Yere düştüğünde süperi <c00cc00><VALUE></c> hasar verir."
"TID_NANO_SPROUT_3_DESC","Her <c00cc00><VALUE></c> saniyede, hasar aldığında düşmanları geri püskürtür ve <c00cc00>500</c> hasar verir."
"TID_NANO_SQUEAK_1_DESC","Temel saldırı <c00cc00>%<VALUE></c> daha hızlı patlar."
"TID_NANO_SQUEAK_2_DESC","Süper ile <c00cc00>6</c> yavaşlatma kütlesi oluşturur."
"TID_NANO_SQUEAK_3_DESC","Tüm hasar alanı <c00cc00>+%<VALUE></c>."
"TID_NANO_STU_1_DESC","Her isabet <c00cc00>0,5</c> cephane doldurur."
"TID_NANO_STU_2_DESC","Süper iki kez kullanılabilir."
"TID_NANO_STU_3_DESC","Hiperşarj <c00cc00>%<VALUE></c> daha hızlı dolar."
"TID_NANO_SURGE_1_DESC","Temel saldırı boyutu <c00cc00>+%<VALUE></c>."
"TID_NANO_SURGE_2_DESC","Süper, <c00cc00>%<VALUE2></c> daha büyük iniş alanına sahip olur ve düşmanları <c00cc00><VALUE4></c> saniye yavaşlatır."
"TID_NANO_SURGE_3_DESC","Süper zaman içinde otomatik olarak dolar."
"TID_NANO_TARA_1_DESC","Temel saldırısında daha fazla alana yayılan <c00cc00><VALUE1></c> mermi daha atar."
"TID_NANO_TARA_2_DESC","Süper ile gölgeler <c00cc00>+<VALUE></c> sağlık kazanır ve büyür."
"TID_NANO_TARA_3_DESC","<c00cc00><VALUE_2></c> saniyede bir, düşmanlara vurduğunda bir gölge çağırır."
"TID_NANO_TICK_1_DESC","Temel saldırıda fazladan <c00cc00><VALUE></c> mayın yerleştirir."
"TID_NANO_TICK_2_DESC","Süper iki kez kullanılabilir."
"TID_NANO_TICK_3_DESC","Kafa boyutu büyür, sağlığı <c00cc00><VALUE1></c> ve hasarı <c00cc00>%<VALUE3></c> artar."
"TID_NANO_TRUNK_1_DESC","Karınca alanı <c00cc00>+%<VALUE></c>."
"TID_NANO_TRUNK_2_DESC","Süper menzili <c00cc00>+<VALUE></c>."
"TID_NANO_TRUNK_3_DESC","Hasar aldığında <c00cc00><VALUE></c> saniyede bir karınca bırakır."
"TID_NANO_WILLOW_1_DESC","Temel saldırısı <c00cc00>+%<VALUE></c> büyür."
"TID_NANO_WILLOW_2_DESC","Süper saldırı engelleri delip geçer ve menzili <c00cc00><VALUE2></c> artar."
"TID_NANO_WILLOW_3_DESC","Zihin kontrolündeki düşmanların hasarı <c00cc00>+%<VALUE></c>"
"TID_NANO_ZIGGY_1_DESC","Temel saldırısı <c00cc00>+%<VALUE></c> büyür."
"TID_NANO_ZIGGY_2_DESC","Süper <c00cc00>+%<VALUE></c> büyür."
"TID_NANO_ZIGGY_3_DESC","Tüm saldırılar düşmanları yavaşlatır."
"TID_NANO_PIERCE_1_DESC","Son cephaneyle yapılan atış hedefleri delip geçer ve <c00cc00>+%<VALUE></c> büyür."
"TID_NANO_PIERCE_2_DESC","Süper boyutu <c00cc00>+%<VALUE></c>."
"TID_NANO_PIERCE_3_DESC","İki kat kabuk düşürür."
"TID_NANO_GIGI_1_DESC","Maksimum cephane <c00cc00>+%<VALUE></c>."
"TID_NANO_GIGI_2_DESC","Süper alanı <c00cc00>+%<VALUE></c>."
"TID_NANO_GIGI_3_DESC","Mermilerin süper doldurma alanı <c00cc00>+%<VALUE1></c> ve süper doldurma hızı <c00cc00>+%<VALUE2></c>."
"TID_NANO_GLOWY_1_DESC","Bağ, duvarların içinden geçer."
"TID_NANO_GLOWY_2_DESC","Korku süresi <c00cc00>+%<VALUE></c>."
"TID_NANO_GLOWY_3_DESC","<c00cc00>2</c> düşmana bağlanabilir."
"TID_NANO_SIRIUS_1_DESC","Temel saldırı alanı <c00cc00>+%<VALUE></c>."
"TID_NANO_SIRIUS_2_DESC","Gölgelerin sağlığı <c00cc00>+%<VALUE></c> artar ve boyutları büyür."
"TID_NANO_SIRIUS_3_DESC","Her <c00cc00><VALUE></c> saniyede bir dostun gölgesini çağırır."
"TID_NANO_NAJIA_1_DESC","Temel saldırı menzili <c00cc00>+<VALUE2></c>, saldırılar düşmanları delip geçer."
"TID_NANO_NAJIA_2_DESC","Yılan sağlığı <c00cc00><VALUE2></c> artar ve yılan zamanla yok olmaz."
"TID_NANO_NAJIA_3_DESC","Hasar aldığında <c00cc00><VALUE_2></c> saniyede bir yılan çağırır."
"TID_NANO_DAMIEN_1_DESC","Temel saldırı menzili <c00cc00><VALUE></c> artar ve alanı genişler."
"TID_NANO_DAMIEN_2_DESC","Süper alanı düşmanları yavaşlatır."
"TID_NANO_DAMIEN_3_DESC","Her ikinci vuruş patlayıcı bir tekme olur."
"TID_NANO_STARRNOVA_1_DESC","Temel saldırı menzili <c00cc00>+<VALUE></c>."
"TID_NANO_STARRNOVA_2_DESC","Dönüşüm darbesi menzili <c00cc00>+<VALUE></c>."
"TID_NANO_STARRNOVA_3_DESC","Dönüşüm süresi <c00cc00>+%<VALUE></c>."
"TID_NANO_BOLT_1_DESC","Darbe hasarı <c00cc00>+%<VALUE></c>."
"TID_NANO_BOLT_2_DESC","Süper iz alanı <c00cc00>+%<VALUE1></c> ve süresi <c00cc00>+%<VALUE2></c>."
"TID_NANO_BOLT_3_DESC","Düşmanlara vurdukça yuvarlanma hızı <c00cc00>%<VALUE></c> artar."
"TID_NANO_KATANAKID_1_DESC","Dolum hızı <c00cc00>+%<VALUE></c>"
"TID_NANO_KATANAKID_2_DESC","Süper menzili <c00cc00>+<VALUE></c>"
"TID_NANO_KATANAKID_3_DESC","Vuruş başına <c00cc00>iki</c> balık kazanırsın."
