TID,KR
TID_CHROMATIC_BRAWLER_UNLOCK_REQUIREMENT,브롤러 <NUM>명을 더 잠금 해제하세요.
TID_CHROMATIC_OWNED_BP_REACH_TIER,<HERO>: 이번 시즌 브롤 패스의 티어 <NUM>에 도달해 획득하세요.
TID_CHROMATIC_OWNED_BP_REACH_TIER_SHORT,브롤 패스의 티어 <NUM>에서 잠금 해제하세요.
TID_CHROMATIC_CURRENT_BP_TIER,현재 티어: <NUM>
TID_CHROMATIC_AVAILABLE_ON_BP,현재 브롤 패스에서 획득 가능
TID_CHROMATIC_CLAIM_ON_BP,받기
TID_CHROMATIC_HERO_UNLOCK_NOW,지금 <HERO> 잠금 해제:
TID_CHROMATIC_HERO_UNLOCK_MORE_TO_PURCHASE,크로마 크레딧으로 <HERO> 브롤러를 구매하려면 크로마틱 브롤러를 <NUM>명 더 잠금 해제하세요.
TID_CHROMATIC_HERO_BP_SEASON_ENDS_IN,시즌 종료까지: <TIME>
TID_CHROMATIC_BUY_BUTTON_UNLOCK_NOW,지금 획득
TID_PURCHASE_CHROMATIC_HERO_TITLE,크로마틱 브롤러
TID_PURCHASE_CHROMATIC_BTN_BP_ACTIVATE,활성화하기
TID_PURCHASE_CHROMATIC_BTN_BP_CLAIM,받기
TID_PURCHASE_CHROMATIC_HERO_BP_CHANGED,브롤 패스 시즌이 변경되었습니다.
TID_RECRUIT_BRAWLER_BUY_BUTTON_UNLOCK_NOW,지금 획득
TID_PURCHASE_BRAWLER_ERROR_BRAWLER_ALREADY_UNLOCKED,이미 보유한 브롤러입니다!
TID_PURCHASE_BRAWLER_ERROR_BP_TIER_NOT_REACHED,이 브롤러를 구매하려면 브롤 패스의 티어 <TIER>에 도달해야 합니다.
TID_PURCHASE_BRAWLER_ERROR_BP_TIER_ALREADY_CLAIMABLE,이 브롤러를 브롤 패스에서 지금 받아 보세요.
TID_PURCHASE_BRAWLER_ERROR_PREVIOUS_CHROMATIC_BRAWLER_COUNT_TOO_SMALL,우선 크로마틱 브롤러를 <NUM>명 더 잠금 해제해야 합니다.
TID_PURCHASE_BRAWLER_ERROR_UNKNOWN,이 브롤러는 현재 구매할 수 없습니다. (<NUM>)
TID_PURCHASE_BRAWLER_AUTO_OFFER_TITLE,<NAME>: 지금 잠금 해제할까요?
TID_PURCHASE_BRAWLER_AUTO_OFFER_DESC,<NAME> 획득을 위해 부족한 크레딧 토큰을 구매할 수 있습니다.
TID_RECRUIT_ROAD_CURRENT_BRAWLER_SWITCH,교체
TID_RECRUIT_ROAD_CURRENT_BRAWLER_UNLOCK_NOW,지금 획득
TID_RECRUIT_ROAD_FUTURE_CHOICES_TITLE,이 티어의 브롤러 1명 잠금 해제 가능
TID_RECRUIT_ROAD_FUTURE_BRAWLER_UNLOCK,이 티어에서 <HERO> 획득에 필요한 크레딧:
TID_RECRUIT_ROAD_FUTURE_BRAWLER_UNLOCK_UNKNOWN,이 티어에서 획득에 필요한 크레딧:
TID_RECRUIT_ROAD_FUTURE_BRAWLER_NAME_UNKNOWN,선택 미정
TID_RECRUIT_ROAD_FUTURE_BRAWLER_DESC_UNKNOWN,이전 <RARITY> 티어에서 선택하지 않은 브롤러 중 하나가 여기에 나타납니다.
TID_CHROMATIC_TOKEN_CAP_REACHED_TITLE,크로마 크레딧 한도 도달
TID_CHROMATIC_TOKEN_CAP_REACHED_DESC,크로마 크레딧이 한도에 도달했습니다. 더 획득하려면 먼저 보유한 크레딧을 사용하세요.
TID_CHROMATIC_TOKEN_CAP_REACHED_DESC_PLAY_QUEST_REWARD,크로마 크레딧이 한도에 도달했습니다. 크로마 크레딧이 한도에 도달하면 퀘스트에서 얻은 크로마 크레딧 보상이 획득되지 않습니다.
TID_CHROMATIC_TOKEN_CAP_REACHED_DESC_PLAY_CHALLENGE_REWARD,크로마 크레딧이 한도에 도달했습니다. 크로마 크레딧이 한도에 도달하면 챌린지에서 얻은 크로마 크레딧 보상이 획득되지 않습니다.
TID_CHROMATIC_TOKEN_CAP_REACHED_AMOUNT,<NUM>/<MAX>
TID_CHROMATIC_TOKEN_CAP_REACHED_BUTTON_SHOP,크로마틱 상점
TID_BUTTON_NAVI_RECRUIT_ROAD,스타 잠금 해제
TID_SKIN_INFO_GHOST_TRAIN,고스트 스테이션 스킨
TID_SCID_PURCHASE_VERIFICATION_ERROR,구매를 승인하는 데 오류가 발생했습니다.
TID_TRAIT_CHARGE_SUPER_FROM_ALLIES,팀원 근처에 있으면 특수 공격을 충전합니다.
TID_SKIN_INFO_ACTION,액션 히어로 스킨
TID_SKIN_INFO_WF_2022,2022 월드 파이널 스킨
TID_BRAWL_PASS_SEASON_14,고스트 스테이션
TID_CHAINSAW_BUSTER_SKIN,전기톱 버스터
TID_CHAINSAW_BUSTER_SKIN_SHOP,전기톱 버스터
TID_GHOST_TRAIN_GROM_SKIN,프랑켄 그롬
TID_GHOST_TRAIN_GROM_SKIN_SHOP,프랑켄 그롬
TID_GHOST_TRAIN_COLETTE_SKIN,검표원 콜레트
TID_GHOST_TRAIN_COLETTE_SKIN_SHOP,검표원 콜레트
TID_BRICK_OVEN_ASH_SKIN,피자 화덕 애쉬
TID_BRICK_OVEN_ASH_SKIN_SHOP,피자 화덕 애쉬
TID_VETERAN_SQUEAK_SKIN,게릴라 스퀴크
TID_VETERAN_SQUEAK_SKIN_SHOP,게릴라 스퀴크
TID_ZOMBIE_BROCK_SKIN,좀비 브록
TID_ZOMBIE_BROCK_SKIN_SHOP,좀비 브록
TID_MEGA_MEGABOX_DARRYL_SKIN,오메가 상자 대릴
TID_MEGA_MEGABOX_DARRYL_SKIN_SHOP,오메가 상자 대릴
TID_GHOST_METRO_PENNY_SKIN,라쿤 페니
TID_GHOST_METRO_PENNY_SKIN_SHOP,라쿤 페니
TID_BSWF22_TARA_SKIN,분노의 게이머 타라
TID_BSWF22_TARA_SKIN_SHOP,분노의 게이머 타라
TID_TOPGUN_JANET_SKIN,궤도 자넷
TID_TOPGUN_JANET_SKIN_SHOP,궤도 자넷
TID_SHOP_OFFER_TITLE_40,오메가 상자
TID_PIN_OFFER_TITLE,핀 특별 상품
TID_THUMBNAILS_OFFER_TITLE,아이콘 특별 상품
TID_PURCHASE_BRAWL_PASS_TITLE_REDEEM,브롤 패스
TID_PURCHASE_BRAWL_PASS_INFO_REDEEM,"전용 보상과 추가 퀘스트, 그리고 매주 <NUM>번의 추가 리롤 기회 획득"
TID_PURCHASE_BRAWL_PASS_BUTTON_REDEEM,사용하기
TID_BRAWL_PASS_REDEEM,사용하기
TID_PURCHASE_BRAWL_PASS_REDEEM_INFO,Supercell ID에 사용 가능한 브롤 패스가 <NUMBER>개 있습니다. 하나를 사용해 이번 시즌 브롤 패스를 활성화할까요?
TID_PURCHASE_BRAWL_PASS_REDEEM_ALREADY_IN_PROGRESS,잠시만 기다려주세요. Supercell ID의 브롤 패스 사용을 처리하는 중입니다.
TID_PURCHASE_BRAWL_PASS_BUY_FROM_SUPERCELL_STORE,Supercell ID에 사용 가능한 브롤 패스가 충분치 않습니다. Supercell 스토어에서 더 구입하세요.
TID_SUPERCELL_STORE_GEM_PACK_1_TITLE,보석 30개
TID_SUPERCELL_STORE_GEM_PACK_2_TITLE,보석 80개
TID_SUPERCELL_STORE_GEM_PACK_3_TITLE,보석 170개
TID_SUPERCELL_STORE_GEM_PACK_4_TITLE,보석 360개
TID_SUPERCELL_STORE_GEM_PACK_5_TITLE,보석 950개
TID_SUPERCELL_STORE_GEM_PACK_6_TITLE,보석 2000개
TID_SUPERCELL_STORE_BRAWL_PASS,브롤 패스
TID_SUPERCELL_STORE_BRAWL_PASS_BUNDLE,브롤 패스 번들
TID_SKIN_INFO_CAMPAIGN_LASTBOX,오메가 상자 스킨
TID_IAP_NOT_AVAILABLE_ANDROID,구매할 수 없습니다!\n현재 사용하는 Google 계정이 유효하고 기본 결제 수단 정보가 최신인지 확인해주세요.
TID_RECRUIT_ROAD_FEATURE_TITLE,스타의 여정
TID_RECRUIT_ROAD_OR,또는
TID_RECRUIT_ROAD_NEXT_TO_UNLOCK,다음 브롤러:
TID_RECRUIT_ROAD_CURRENTLY_UNLOCKING,잠금 해제 중
TID_RECRUIT_ROAD_UNLOCK_NOW,지금 획득
TID_FAME_SCREEN_TITLE,명성 레벨
TID_FAME_TIER_GLOBAL1,글로벌 명성 I
TID_FAME_TIER_GLOBAL2,글로벌 명성 II
TID_FAME_TIER_GLOBAL3,글로벌 명성 III
TID_FAME_TIER_LUNAR1,달 명성 I
TID_FAME_TIER_LUNAR2,달 명성 II
TID_FAME_TIER_LUNAR3,달 명성 III
TID_FAME_TIER_MARTIAL1,화성 명성 I
TID_FAME_TIER_MARTIAL2,화성 명성 II
TID_FAME_TIER_MARTIAL3,화성 명성 III
TID_FAME_TIER_SATURNAL1,토성 명성 I
TID_FAME_TIER_SATURNAL2,토성 명성 II
TID_FAME_TIER_SATURNAL3,토성 명성 III
TID_FAME_TIER_SOLAR1,태양 명성 I
TID_FAME_TIER_SOLAR2,태양 명성 II
TID_FAME_TIER_SOLAR3,태양 명성 III
TID_FAME_PANEL_UNLOCK_INFO,모든 브롤러를 모아 전 세계에 명성을 떨치세요!
TID_FAME_SCREEN_PROFILE_BUTTON,프로필
TID_FAME_SCREEN_FAME_BUTTON,명성
TID_JESTER,체스터
TID_JESTER_SHORT_DESC,대미지 딜러
TID_JESTER_DESC,"상자 안에 뭐가 있을까요?\n\n책임 제한:\n어떠한 상황에서도 스타 주식회사 또는 그 계열사, 파트너, 공급업체 또는 라이선스 제공자는 간접적, 부수적..."
TID_JESTER_WEAPON,광대 모자
TID_JESTER_WEAPON_DESC,"체스터의 모자가 부채꼴로 방울을 발사합니다. 처음에는 1개, 그 다음에는 2개, 그리고 마지막으로 3개의 방울을 쏩니다."
TID_JESTER_ULTI,서프라이즈 상자
TID_JESTER_ULTI_EXPLOSION,캔디 팝
TID_JESTER_ULTI_EXPLOSION_DESC,주변을 폭파시키는 사탕을 던져 적을 뒤로 밀쳐내고 피해를 줍니다.
TID_JESTER_ULTI_STUN,왕사탕
TID_JESTER_ULTI_STUN_DESC,커다란 사탕을 던져 적중한 적을 기절시킵니다.
TID_JESTER_ULTI_POISON,살미아키
TID_JESTER_ULTI_POISON_DESC,짭짤한 살미아키 가루를 부채꼴로 뿌려 적에게 지속 피해를 줍니다.
TID_JESTER_ULTI_AREA,팝핑 캔디
TID_JESTER_ULTI_AREA_DESC,톡톡 터지는 사탕을 땅에 뿌려 그 위에 서 있는 적에게 지속 피해를 줍니다.
TID_JESTER_ULTI_HEAL,박하 사탕
TID_JESTER_ULTI_HEAL_DESC,체스터가 상쾌한 박하 사탕을 먹어 HP를 회복합니다.
TID_SPEC_ABI_JESTER_1,방울 마니아
TID_SPEC_ABI_JESTER_1_DESC,일반 공격에 방울 4개를 쏘는 단계가 추가됩니다.
TID_SPEC_ABI_JESTER_2,살짝 엿보기
TID_SPEC_ABI_JESTER_2_DESC,다음 특수 공격이 무엇인지 미리 볼 수 있습니다.
TID_ACCESSORY_JESTER_GADGET_1,주사위 게임
TID_ACCESSORY_JESTER_GADGET_1_DESC,현재 특수 공격과는 다른 무작위 특수 공격을 얻습니다.
TID_ACCESSORY_JESTER_GADGET_2,젤리 빈
TID_ACCESSORY_JESTER_GADGET_2_DESC,모자에서 나오는 신비한 맛의 젤리 빈을 먹고 <c00cc00><VALUE1></c>초 동안 무작위 강화 능력을 얻습니다.
TID_TRAIT_CHARGE_SUPER_RANDOM,사용할 때마다 계속 무작위로 변경되는 특수 공격을 갖고 시작합니다.
TID_DOORMAN,그레이
TID_DOORMAN_SHORT_DESC,서포터
TID_DOORMAN_DESC,"오트로크로마틱이 무슨 뜻인지 아시나요?\n\n그레이라면 분명히 알고 있을 텐데, 워낙 말수가 적어서 알려줄지는 모르겠네요."
TID_DOORMAN_WEAPON,손가락 총
TID_DOORMAN_WEAPON_DESC,진짜 총알이 있기는 한 걸까요?
TID_DOORMAN_ULTI,차원의 문
TID_DOORMAN_ULTI_DESC,자신과 팀원이 재빠르게 탈출하거나 기습 공격을 개시하기에 유용한 일련의 문을 만듭니다.
TID_SPEC_ABI_DOORMAN_1,할리우드 액션
TID_SPEC_ABI_DOORMAN_1_DESC,HP가 가득 찼을 때 다음으로 받는 공격의 피해량이 <VALUE1>% 감소합니다.
TID_SPEC_ABI_DOORMAN_2,새로운 관점
TID_SPEC_ABI_DOORMAN_2_DESC,차원의 문을 사용한 자신 또는 팀원이 HP를 <VALUE1> 회복합니다.
TID_ACCESSORY_DOORMAN_GADGET_1,지팡이
TID_ACCESSORY_DOORMAN_GADGET_1_DESC,다음 일반 공격에서 지팡이를 발사해 명중한 적을 자신 쪽으로 살짝 끌어당깁니다.
TID_ACCESSORY_DOORMAN_GADGET_2,그랜드 피아노
TID_ACCESSORY_DOORMAN_GADGET_2_DESC,"다음 번 손가락 총 공격이 명중하면 지면에 표식을 남기며, 여기에 피아노가 떨어져 적에게 피해를 줍니다.\n피아노에 맞으면 정말 아프겠죠?"
TID_SELECT_RECRUIT,브롤러 선택
TID_SELECT_RECRUIT_DESC,탭해서 브롤러의 자세한 정보를 확인하세요.
TID_SWITCH_RECRUIT,잠금 해제할 브롤러를 교체할까요?
TID_SWITCH_RECRUIT_DESC,탭해서 브롤러의 자세한 정보를 확인하세요.
TID_RESOURCE_POWER_POINTS,PP
TID_TOP_TOOL_TIP_POWER_POINTS,<cff00ff>PP</c>는 브롤러를 업그레이드하는 데 사용됩니다.\n\n브롤 패스와 트로피 진척도에서 획득할 수 있습니다.\n\n최대한도: <cff00ff><MAX></c>
TID_POWER_POINT_CAP_REACHED_TITLE,PP 한도 도달
TID_POWER_POINT_CAP_REACHED_DESC,PP를 더 획득하려면 먼저 브롤러를 업그레이드해 보유한 PP를 소비하세요.
TID_POWER_POINT_CAP_REACHED_DESC_OFFER,PP를 더 구매하려면 먼저 브롤러를 업그레이드해 보유한 PP를 사용하세요.
TID_POWER_POINT_CAP_REACHED_AMOUNT,<NUM>/<MAX>
TID_POWER_POINT_CAP_REACHED_UPGRADE_BUTTON,브롤러 업그레이드
TID_CURRENTLY_RECRUITING,잠금 해제 중
TID_RECRUIT_TOKENS_TO_UNLOCK,<BRAWLER> 획득에 필요한 크레딧:
TID_FAME_LEVEL_UP_FLOW_BUTTON,확인
TID_FAME_SHOP_TITLE,명성을 더 얻어보세요!
TID_FAME_BUTTON_VALUE,명성 +<NUM>
TID_FAME_LOCKED_TITLE,명성
TID_FAME,명성
TID_PURCHASE_FAME_ERROR_CHROMATIC_BRAWLERS_AVAILABLE_TO_UNLOCK,먼저 크로마틱 브롤러를 모두 보유해야 합니다.
TID_PURCHASE_FAME_ERROR_UNKNOWN,명성은 현재 구매할 수 없습니다. (<NUM>)
TID_RECRUIT_ROAD_COLLECT_CREDITS_TO_UNLOCK,크레딧을 더 모아 영입하세요.
TID_RECRUIT_ROAD_CHOICES_AVAILABLE,선택 가능:
TID_RECRUIT_ROAD_TAP_TO_TRY,탭해서 체험하기
TID_RECRUIT_ROAD_SINGLE_AVAILABLE,브롤러 1명 사용 가능
TID_RECRUIT_ROAD_CHOOSE_ONE,브롤러 선택
TID_SHOP_OFFER_TITLE_41,PP
TID_SHOP_OFFER_TITLE_43,플레이어 칭호
TID_GATCHA_SCREEN_GENERIC_POWER_POINTS_DROP_TITLE,원하는 브롤러에 사용할 수 있는 PP
TID_HERO_INFO_LEVEL_UP_ERROR_8,PP를 더 모아 업그레이드해 보세요!
TID_RECRUIT_NOW_UNLOCKING_TITLE,<BRAWLER>
TID_RECRUIT_ROAD_BUBBLE_UNLOCK_NOW,지금 잠금 해제할까요?
TID_QUEST_BRAWLER_UNLOCK_BRAWLER,브롤러 획득
TID_QUEST_BRAWLER_SPECIAL_REWARD,보상
TID_RECRUIT_NEXT_BRAWLER_READY,잠금 해제할 새로운 <RARITY> 브롤러
TID_SHOP_OFFER_INFO_41,<AMOUNT> PP를 얻고 브롤러 업그레이드에 사용하세요!
TID_FAME_INFO_TITLE,명성
TID_FAME_INFO_TXT1,스타 로드에서 모든 브롤러를 잠금 해제한 후에는
TID_FAME_INFO_TXT2,크레딧을 모아 명성을 올릴 수 있게 됩니다!
TID_FAME_INFO_TXT3,명성은 프로필 화면에 표시되어 다른 플레이어에게 뽐낼 수 있어요!
TID_FAME_INFO_TXT4,모든 크로마틱 브롤러를 잠금 해제하면 크로마 크레딧을 명성으로 교환할 수 있게 됩니다!
TID_INFO_BUTTON_GOTIT,알겠어요!
TID_RECRUIT_ROAD_BUTTON_LETS_GO,좋아요!
TID_SHOP_POWER_POINTS_OFFER_ANY_BRAWLER,원하는 브롤러에\n사용 가능
TID_SHOP_POWER_POINTS_OFFER_ANY_DESC,원하는 브롤러에\n사용 가능!
TID_RECRUIT_ROAD_LEGENDARY_DISCOUNT_50_PERCENT,<DISCOUNT>%
TID_RECRUIT_ROAD_LEGENDARY_DISCOUNT_OFF,할인
TID_RECRUIT_ROAD_LEGENDARY_DISCOUNT_LABEL,전설 브롤러를 처음 구매하면 <DISCOUNT>% 할인을 받습니다.
TID_RECRUIT_NOW_UNLOCKING,잠금 해제 중
TID_RECRUIT_ROAD_NEW_BRAWLER,신규 브롤러
TID_SWITCH_TO_NEWLY_RELEASED_TITLE,<NEWBRAWLER> 브롤러로 교체할까요?
TID_SWITCH_TO_NEWLY_RELEASED_DESC,<CURRENTBRAWLER>의 잠금 해제를 취소하고 크레딧을 <NEWBRAWLER>에게로 이전할까요? <NEWBRAWLER> 획득 후 <CURRENTBRAWLER>의 잠금을 해제하세요.
TID_SWITCH_TO_NEWLY_RELEASED_BUTTON,교체
TID_RECRUIT_ROAD_CURRENT_BRAWLER_CANCEL,잠금 해제 중지
TID_RECRUIT_ROAD_STOP_UNLOCK_TITLE,<BRAWLER>의 잠금 해제를 중지할까요?
TID_RECRUIT_ROAD_STOP_UNLOCK_TEXT,<BRAWLER>의 잠금 해제를 위한 크레딧이 스타 로드의 다음 브롤러에게 이전됩니다. 스타 로드에서 <BRAWLER>의 위치는 마지막 <RARITY> 희귀도로 이동합니다.
TID_RECRUIT_ROAD_STOP_UNLOCK_YES,중지하기
TID_RECRUIT_ROAD_STOP_UNLOCK_NO,잠금 해제 계속하기
TID_RECRUIT_NOW_UNLOCKING_TRANSFER_DESC,<PREVIOUSBRAWLER> 잠금 해제에서 이전된 크레딧
TID_BEAMER,맨디
TID_BEAMER_SHORT_DESC,저격수
TID_BEAMER_DESC,달콤한 것이 생각날 땐 맨디의 무지개 사탕 가게에 들러보세요. 참고로 맨디의 사탕은 맨 뒤에 먹어야 제맛이래요!
TID_BEAMER_WEAPON,사탕 뽑기
TID_BEAMER_WEAPON_DESC,사탕 뽑기 기계에서 사탕을 발사합니다. 맨디가 움직이지 않는 동안에는 집중력을 발휘해 공격 범위가 증가합니다.
TID_BEAMER_ULTI,설탕 광선
TID_BEAMER_ULTI_DESC,적과 지형물을 관통하는 긴 설탕 광선을 발사해 막대한 피해를 줍니다.
TID_SPEC_ABI_BEAMER_1,시야 확보
TID_SPEC_ABI_BEAMER_1_DESC,맨디가 집중력을 발휘하는 동안 사탕을 <c00cc00><VALUE1>%</c> 더 빠르게 발사합니다.
TID_SPEC_ABI_BEAMER_2,알사탕
TID_SPEC_ABI_BEAMER_2_DESC,맨디가 집중력을 발휘하면 <c00cc00><VALUE1>%</c> 피해 감소 보호막이 생성됩니다.
TID_ACCESSORY_BEAMER_GADGET_1,설탕 코팅
TID_ACCESSORY_BEAMER_GADGET_1_DESC,사탕 뽑기 기계에서 발사한 다음 사탕이 적중 시 <c00cc00><VALUE1></c>초 동안 적을 느리게 만듭니다.
TID_ACCESSORY_BEAMER_GADGET_2,쿠키 부스러기
TID_ACCESSORY_BEAMER_GADGET_2_DESC,사탕 뽑기 기계에서 발사한 다음 사탕이 적과 지형물을 관통합니다.
TID_GATCHA_SCREEN_GENERIC_POWER_POINTS_DROP_VALUE,<VALUE>
TID_YETI_SAM_SKIN,예티 샘
TID_YETI_SAM_SKIN_SHOP,예티 샘
TID_FROST_QUEEN_AMBER_SKIN,얼음 여왕 앰버
TID_FROST_QUEEN_AMBER_SKIN_SHOP,얼음 여왕 앰버
TID_KRAMPUS_ASH_SKIN,크람푸스 애쉬
TID_KRAMPUS_ASH_SKIN_SHOP,크람푸스 애쉬
TID_CUPCAKE_DARRYL_SKIN,컵케이크 대릴
TID_CUPCAKE_DARRYL_SKIN_SHOP,컵케이크 대릴
TID_BUZZETTE_SKIN,버제트
TID_BUZZETTE_SKIN_SHOP,버제트
TID_GUMMYBEAR_NITA_SKIN,곰젤리 니타
TID_GUMMYBEAR_NITA_SKIN_SHOP,곰젤리 니타
TID_MAGMA_MANDY_SKIN,마그마 맨디
TID_MAGMA_MANDY_SKIN_SHOP,마그마 맨디
TID_PINATA_ASH_SKIN,피냐타 애쉬
TID_PINATA_ASH_SKIN_SHOP,피냐타 애쉬
TID_RIDER_EVE_SKIN,바이크 이브
TID_RIDER_EVE_SKIN_SHOP,바이크 이브
TID_ARCADE_GRIFF_SKIN,오락실 고수 그리프
TID_ARCADE_GRIFF_SKIN_SHOP,오락실 고수 그리프
TID_TEDDY_SAM_SKIN,테디베어 샘
TID_TEDDY_SAM_SKIN_SHOP,테디베어 샘
TID_DARK_CHESTER_SKIN,다크 체스터
TID_DARK_CHESTER_SKIN_SHOP,다크 체스터
TID_MC_MANDY_SKIN,MC 맨디
TID_MC_MANDY_SKIN_SHOP,MC 맨디
TID_RUNAWAY_GRAY_SKIN,도망자 그레이
TID_RUNAWAY_GRAY_SKIN_SHOP,도망자 그레이
TID_CLASSIC_SHELLY_SKIN,클래식 쉘리
TID_CLASSIC_SHELLY_SKIN_SHOP,클래식 쉘리
TID_WF_GUS_SKIN,월드 챔피언 거스
TID_WF_GUS_SKIN_SHOP,월드 챔피언 거스
TID_RECRUIT_ROAD_INFO_TITLE,스타 로드가 무엇인가요?
TID_RECRUIT_ROAD_INFO_TXT1,각 희귀도에서 갖고 싶은 브롤러를 1명 선택하고
TID_RECRUIT_ROAD_INFO_TXT2,필요한 크레딧을 모으면
TID_RECRUIT_ROAD_INFO_TXT3,새로운 브롤러 획득!
TID_RECRUIT_ROAD_INFO_TXT4,"스타 로드에서 <c7aff6b>희귀</c>, <c8ccaff>초희귀</c>, <ce297ff>영웅</c>, <cff9a9a>신화</c>, <cfdf01f>전설</c> 브롤러를 잠금 해제하세요!"
TID_RECRUIT_ROAD_INFO_TXT5,잠금 해제할 브롤러를 변경하고 싶나요? 현재 잠금 해제 중인 브롤러를 탭해 선택을 바꾸세요.
TID_CHROMATIC_SHOP_INFO_TITLE,크로마틱 브롤러
TID_CHROMATIC_SHOP_INFO_TXT1,크로마 크레딧을 모아서
TID_CHROMATIC_SHOP_INFO_TXT2,크로마 크레딧이나 보석을 사용해 크로마틱 브롤러를 잠금 해제하여
TID_CHROMATIC_SHOP_INFO_TXT3,브롤러 컬렉션을 다양하게 채우고 선택의 폭을 넓히세요.
TID_CHROMATIC_SHOP_INFO_TXT4,매 시즌 새로운 크로마틱 브롤러가 등장합니다. 브롤 패스에서 티어 30에 도달해 최신 크로마틱 브롤러를 잠금 해제하세요!
TID_GEMGRAB_471,Juha의 실험실
TID_NEW_META_REIMBURSEMENT_POPUP_TITLE,새로운 진행 방식!
TID_NEW_META_REIMBURSEMENT_POPUP_INFO,운에 좌우되던 브롤스타즈의 브롤러 획득 및 진행 방식이 새로워졌습니다.\n\n현재 보유한 보상을 수령한 후 새로운 진행 방법에 대해 알아보세요.
TID_NEW_META_REIMBURSEMENT_POPUP_BOXES_REMOVED,"굿바이, 브롤 상자!"
TID_NEW_META_REIMBURSEMENT_POPUP_BOXES_REMOVED_DESCRIPTION,이제 브롤러를 비롯한 기타 보상이 브롤 상자를 통해 제공되지 않습니다.
TID_NEW_META_REIMBURSEMENT_POPUP_REIMBURSEMENT,현재 보유한 상자의 보상은 모두 자동으로 획득됩니다.
TID_NEW_META_REIMBURSEMENT_POPUP_REIMBURSEMENT_BRAWL_BOXES,브롤 상자 <NUM>개
TID_NEW_META_REIMBURSEMENT_POPUP_REIMBURSEMENT_BIG_BOXES,대형 상자 <NUM>개
TID_NEW_META_REIMBURSEMENT_POPUP_REIMBURSEMENT_MEGA_BOXES,메가 상자 <NUM>개
TID_NEW_META_REIMBURSEMENT_POPUP_REIMBURSEMENT_TROPHY_ROAD,트로피 진척도 보상
TID_NEW_META_REIMBURSEMENT_POPUP_REIMBURSEMENT_BRAWL_PASS_SEASON,시즌 <NUM> 보상
TID_NEW_META_REIMBURSEMENT_POPUP_COLLECTED_TITLE,새로운 진행 방식!
TID_NEW_META_REIMBURSEMENT_POPUP_COLLECTED_DESCRIPTION,모든 보상이 자동으로 획득되었습니다.
TID_NEW_META_REIMBURSEMENT_NOTIFICATION_INFO,운에 좌우되던 브롤스타즈의 브롤러 획득 및 진행 방식이 새로워졌습니다. 모든 보상이 자동으로 획득되었습니다.
TID_NEW_META_REIMBURSEMENT_NOTIFICATION_BONUS_CREDITS,시즌 <NUM> 브롤 패스의 보너스로 <AMOUNT> 크레딧을 받았습니다.
TID_SWITCH_FROM_NEW_TO_ANOTHER_NEW_TITLE,현재의 브롤러(<CURRENTBRAWLER>)를 보내고 새로운 브롤러(<NEWBRAWLER>)로 교체할까요?
TID_SWITCH_FROM_NEW_TO_ANOTHER_NEW_DESC,현재의 브롤러(<CURRENTBRAWLER>) 잠금 해제를 멈추고 크레딧을 새로운 브롤러(<NEWBRAWLER>)에게 이전합니다.
TID_SWITCH_FROM_NEW_TO_ANOTHER_NEW_CROSS_DESC,현재의 브롤러(<CURRENTBRAWLER>)가 스타 로드 <RARITY> 티어의 가장 마지막으로 이동하게 됩니다.
TID_SWITCH_FROM_NEW_TO_ANOTHER_NEW_CONFIRM,정말로 진행할까요?\n현재의 브롤러(<CURRENTBRAWLER>)가 스타 로드 <RARITY> 티어의 가장 마지막으로 이동하게 됩니다.
TID_ESPORTS_OFFER_SUBTITLE_STARTING_FROM,최소 가격
TID_POWER_POINTS_INFO_TITLE,브롤러 업그레이드!
TID_POWER_POINTS_INFO_TXT1,PP와 코인을 모아\n원하는 브롤러를 업그레이드하는 데 사용하세요!
TID_HERO_INFO_LOCKED_INFO_AVAILABLE_ON_STARR_ROAD,스타 로드에서 획득 가능
TID_HERO_INFO_LOCKED_INFO_UNLOCK_MORE_CHROMATIC_BRAWLERS,크로마틱 브롤러 <COUNT>명 더 획득 필요
TID_HERO_INFO_LOCKED_INFO_UNLOCK_WITH_CHROMA_CREDITS,크로마 크레딧으로 잠금 해제
TID_HERO_INFO_RECRUIT_TOKEN_BAR_TOOL_TIP,<c0450B4>크레딧</c>은 브롤러를 잠금 해제하는 데 사용됩니다.\n\n브롤 패스 보상이나 트로피 진척도에서 획득할 수 있습니다.
TID_CHROMATIC_TUTORIAL_TITLE,크로마틱 브롤러
TID_CHROMATIC_TUTORIAL_SUBTITLE,이제 크로마 크레딧으로\n획득 가능!
TID_CHROMATIC_TUTORIAL_DESCRIPTION,크로마틱 브롤러는 매 브롤 패스마다 등장하는 시즌성 브롤러입니다.
TID_CHROMATIC_SHOP_INFO_TXT5,이번 시즌에 출시!
TID_TAGTEAM_471,비극적 결말
TID_TAGTEAM_472,블랙 리버
TID_TAGTEAM_473,속치마 결투
TID_TAGTEAM_474,속전속결
TID_TAGTEAM_475,변명 금지
TID_TAGTEAM_476,글래디에이터
TID_TAGTEAM_477,다혈질
TID_BRAWL_PASS_SEASON_15,캔디랜드
TID_SKIN_INFO_DARKMAS,다크 브롤리데이 스킨
TID_SKIN_INFO_CANDYLAND,캔디랜드 스킨
TID_SHOP_DARKMAS_SKINS,다크 브롤리데이 스킨
